agegrp,density_c,examyear_cat,riskBCSC_v2_5y_cat,resinit_c,resfnl_c,resfnl_c3,cancscrfu1yr_c,dcisscrfu1yr_c,invscrfu1yr_c,stage_advanced,count
70-74,b,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
70-74,b,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,3
70-74,b,2009-2010,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2015-2017,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
70-74,b,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
70-74,b,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
70-74,b,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
70-74,b,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,2
70-74,b,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,2
70-74,b,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2005-2008,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,399
70-74,b,2009-2010,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,571
70-74,b,2011-2012,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,621
70-74,b,2013-2014,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,636
70-74,b,2015-2017,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,438
70-74,b,2005-2008,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,177
70-74,b,2009-2010,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,259
70-74,b,2011-2012,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,221
70-74,b,2013-2014,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,240
70-74,b,2015-2017,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,153
70-74,b,2005-2008,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,157
70-74,b,2009-2010,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,222
70-74,b,2011-2012,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,264
70-74,b,2013-2014,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,290
70-74,b,2015-2017,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,153
70-74,b,2005-2008,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,22
70-74,b,2009-2010,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,23
70-74,b,2011-2012,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,25
70-74,b,2013-2014,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,32
70-74,b,2015-2017,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,28
70-74,b,2005-2008,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2011-2012,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2015-2017,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2011-2012,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2013-2014,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2009-2010,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2011-2012,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2013-2014,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
70-74,b,2011-2012,>=4.00,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2013-2014,>=4.00,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2011-2012,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2013-2014,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2009-2010,>=4.00,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2005-2008,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,154
70-74,b,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,239
70-74,b,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,191
70-74,b,2013-2014,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,202
70-74,b,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,117
70-74,b,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,42
70-74,b,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,88
70-74,b,2011-2012,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,64
70-74,b,2013-2014,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,73
70-74,b,2015-2017,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,41
70-74,b,2005-2008,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,83
70-74,b,2009-2010,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,77
70-74,b,2011-2012,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,77
70-74,b,2013-2014,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,71
70-74,b,2015-2017,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,51
70-74,b,2005-2008,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,9
70-74,b,2009-2010,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,11
70-74,b,2011-2012,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,7
70-74,b,2013-2014,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,5
70-74,b,2015-2017,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,6
70-74,b,2005-2008,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,3
70-74,b,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
70-74,b,2013-2014,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,3
70-74,b,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
70-74,b,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2011-2012,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2013-2014,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2015-2017,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
70-74,b,2005-2008,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2009-2010,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
70-74,b,2013-2014,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2015-2017,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,b,2011-2012,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2015-2017,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2005-2008,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2013-2014,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,4
70-74,b,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2005-2008,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2009-2010,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2011-2012,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2013-2014,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,63
70-74,b,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,90
70-74,b,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,104
70-74,b,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,89
70-74,b,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,82
70-74,b,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,29
70-74,b,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,44
70-74,b,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,34
70-74,b,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,41
70-74,b,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,43
70-74,b,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,42
70-74,b,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,56
70-74,b,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,56
70-74,b,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,60
70-74,b,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,31
70-74,b,2005-2008,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,4
70-74,b,2009-2010,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,6
70-74,b,2011-2012,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,12
70-74,b,2013-2014,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,12
70-74,b,2015-2017,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,5
70-74,b,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,24
70-74,b,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,47
70-74,b,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,47
70-74,b,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,61
70-74,b,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,60
70-74,b,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,12
70-74,b,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,15
70-74,b,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,19
70-74,b,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,36
70-74,b,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,20
70-74,b,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,17
70-74,b,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,18
70-74,b,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,25
70-74,b,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,32
70-74,b,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,29
70-74,b,2005-2008,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,5
70-74,b,2009-2010,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,4
70-74,b,2011-2012,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,3
70-74,b,2013-2014,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,11
70-74,b,2015-2017,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,2
70-74,b,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,3
70-74,b,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
70-74,b,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,6
70-74,b,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,4
70-74,b,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
70-74,b,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,6
70-74,b,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
70-74,b,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
70-74,b,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,3
70-74,b,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,3
70-74,b,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
70-74,b,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,3
70-74,b,2015-2017,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
70-74,b,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,18
70-74,b,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,17
70-74,b,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,17
70-74,b,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,13
70-74,b,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,22
70-74,b,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,6
70-74,b,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,11
70-74,b,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,7
70-74,b,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,8
70-74,b,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,2
70-74,b,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,4
70-74,b,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,12
70-74,b,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,10
70-74,b,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,16
70-74,b,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,8
70-74,b,2009-2010,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,2
70-74,b,2011-2012,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,2
70-74,b,2013-2014,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,2
70-74,c,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,705
70-74,c,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1018
70-74,c,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1066
70-74,c,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1437
70-74,c,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1403
70-74,c,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,5564
70-74,c,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,6122
70-74,c,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,6078
70-74,c,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,6753
70-74,c,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,5339
70-74,c,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3289
70-74,c,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3718
70-74,c,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4546
70-74,c,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,5236
70-74,c,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4085
70-74,c,2005-2008,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,779
70-74,c,2009-2010,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,900
70-74,c,2011-2012,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1058
70-74,c,2013-2014,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1411
70-74,c,2015-2017,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1127
70-74,c,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,c,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,c,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,c,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,3
70-74,c,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,3
70-74,c,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
70-74,c,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,3
70-74,c,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,3
70-74,c,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
70-74,c,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,9
70-74,c,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
70-74,c,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
70-74,c,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
70-74,c,2009-2010,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
70-74,c,2013-2014,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,5
70-74,c,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
70-74,c,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,3
70-74,c,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,c,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,c,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
70-74,c,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,3
70-74,c,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,c,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,c,2005-2008,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
70-74,c,2009-2010,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,c,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,c,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,c,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,c,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,3
70-74,c,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,c,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,c,2015-2017,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,c,2005-2008,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,40
70-74,c,2009-2010,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,56
70-74,c,2011-2012,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,60
70-74,c,2013-2014,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,58
70-74,c,2015-2017,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,43
