agegrp,density_c,examyear_cat,riskBCSC_v2_5y_cat,resinit_c,resfnl_c,resfnl_c3,cancscrfu1yr_c,dcisscrfu1yr_c,invscrfu1yr_c,stage_advanced,count
60-69,a,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,33
60-69,a,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,21
60-69,a,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,2
60-69,a,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,2
60-69,a,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,3
60-69,a,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,5
60-69,a,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,2
60-69,a,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,1
60-69,a,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,1
60-69,a,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,1
60-69,a,2005-2008,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,a,2009-2010,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
60-69,a,2011-2012,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
60-69,a,2013-2014,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
60-69,a,2015-2017,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,a,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,3
60-69,a,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
60-69,a,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
60-69,a,2005-2008,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,6
60-69,a,2009-2010,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,9
60-69,a,2011-2012,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,8
60-69,a,2013-2014,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,3
60-69,a,2015-2017,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,5
60-69,a,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,5
60-69,a,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,3
60-69,a,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,8
60-69,a,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,11
60-69,a,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,4
60-69,a,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,3
60-69,a,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,2
60-69,a,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,a,2011-2012,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2005-2008,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1658
60-69,b,2009-2010,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2347
60-69,b,2011-2012,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2870
60-69,b,2013-2014,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3194
60-69,b,2015-2017,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2789
60-69,b,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,30568
60-69,b,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,38849
60-69,b,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,40910
60-69,b,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,47124
60-69,b,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,34899
60-69,b,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,13867
60-69,b,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,17580
60-69,b,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,20751
60-69,b,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,24447
60-69,b,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,16938
60-69,b,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2960
60-69,b,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3708
60-69,b,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4861
60-69,b,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,5732
60-69,b,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3969
60-69,b,2005-2008,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,147
60-69,b,2009-2010,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,215
60-69,b,2011-2012,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,270
60-69,b,2013-2014,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,370
60-69,b,2015-2017,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,246
60-69,b,2005-2008,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2009-2010,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2013-2014,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
60-69,b,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,5
60-69,b,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,12
60-69,b,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,17
60-69,b,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,13
60-69,b,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,11
60-69,b,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
60-69,b,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,5
60-69,b,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,7
60-69,b,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,12
60-69,b,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,7
60-69,b,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
60-69,b,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,5
60-69,b,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,5
60-69,b,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,3
60-69,b,2013-2014,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2013-2014,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
60-69,b,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,4
60-69,b,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,3
60-69,b,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,5
60-69,b,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,3
60-69,b,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,4
60-69,b,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
60-69,b,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
60-69,b,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
60-69,b,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
60-69,b,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,5
60-69,b,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
60-69,b,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
60-69,b,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
60-69,b,2013-2014,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
60-69,b,2013-2014,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2015-2017,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,3
60-69,b,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,2
60-69,b,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,2
60-69,b,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,3
60-69,b,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,2
60-69,b,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2005-2008,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,77
60-69,b,2009-2010,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,116
60-69,b,2011-2012,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,111
60-69,b,2013-2014,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,163
60-69,b,2015-2017,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,117
60-69,b,2005-2008,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1415
60-69,b,2009-2010,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1963
60-69,b,2011-2012,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2051
60-69,b,2013-2014,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2194
60-69,b,2015-2017,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1471
60-69,b,2005-2008,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,775
60-69,b,2009-2010,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1008
60-69,b,2011-2012,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1183
60-69,b,2013-2014,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1230
60-69,b,2015-2017,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,731
60-69,b,2005-2008,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,177
60-69,b,2009-2010,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,251
60-69,b,2011-2012,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,287
60-69,b,2013-2014,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,290
60-69,b,2015-2017,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,190
60-69,b,2005-2008,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,12
60-69,b,2009-2010,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,19
60-69,b,2011-2012,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,22
60-69,b,2013-2014,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,27
60-69,b,2015-2017,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,12
60-69,b,2011-2012,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2013-2014,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2015-2017,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2005-2008,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2009-2010,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2013-2014,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2005-2008,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2011-2012,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2013-2014,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
60-69,b,2009-2010,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
60-69,b,2011-2012,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
60-69,b,2015-2017,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
60-69,b,2013-2014,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2005-2008,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2011-2012,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2013-2014,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2005-2008,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,24
60-69,b,2009-2010,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,28
60-69,b,2011-2012,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,18
60-69,b,2013-2014,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,23
60-69,b,2015-2017,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,23
60-69,b,2005-2008,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,463
60-69,b,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,666
60-69,b,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,600
60-69,b,2013-2014,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,656
60-69,b,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,355
60-69,b,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,257
60-69,b,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,366
60-69,b,2011-2012,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,365
60-69,b,2013-2014,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,350
60-69,b,2015-2017,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,203
60-69,b,2005-2008,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,60
60-69,b,2009-2010,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,93
60-69,b,2011-2012,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,79
60-69,b,2013-2014,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,105
60-69,b,2015-2017,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,60
60-69,b,2005-2008,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,7
60-69,b,2009-2010,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,7
60-69,b,2011-2012,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,3
60-69,b,2013-2014,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,11
60-69,b,2015-2017,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,3
60-69,b,2005-2008,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2005-2008,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,6
60-69,b,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,8
60-69,b,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,10
60-69,b,2013-2014,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,10
60-69,b,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,3
60-69,b,2011-2012,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,4
60-69,b,2013-2014,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
60-69,b,2015-2017,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,6
60-69,b,2005-2008,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2009-2010,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
60-69,b,2011-2012,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2013-2014,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,4
60-69,b,2013-2014,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,b,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,b,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,b,2013-2014,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,b,2013-2014,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2005-2008,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,7
60-69,b,2013-2014,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,4
60-69,b,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,3
60-69,b,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,2
60-69,b,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2011-2012,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2013-2014,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,2
60-69,b,2015-2017,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,2
60-69,b,2005-2008,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,17
60-69,b,2009-2010,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,22
60-69,b,2011-2012,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,19
60-69,b,2013-2014,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,21
60-69,b,2015-2017,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,15
60-69,b,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,268
60-69,b,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,303
60-69,b,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,298
60-69,b,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,332
60-69,b,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,233
60-69,b,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,152
60-69,b,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,208
60-69,b,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,233
60-69,b,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,225
60-69,b,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,156
60-69,b,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,36
60-69,b,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,72
60-69,b,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,74
60-69,b,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,77
60-69,b,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,44
60-69,b,2005-2008,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,4
60-69,b,2009-2010,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,6
60-69,b,2011-2012,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,4
60-69,b,2013-2014,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,7
60-69,b,2015-2017,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,2
60-69,b,2005-2008,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,1
60-69,b,2009-2010,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,4
60-69,b,2011-2012,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,5
60-69,b,2013-2014,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,8
60-69,b,2015-2017,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,9
60-69,b,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,77
60-69,b,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,124
